"Date Time, GMT-09:00",5 cm ST (°C),10 cm ST (°C),20 cm ST (°C),30 cm ST (°C),50 cm ST (°C),100 cm ST (°C),125 cm ST (°C)
2022-08-09,9.737145833333333,7.3406875000000005,4.288479166666667,9.300625,2.3516666666666666,-0.06933333333333333,-0.030833333333333334
2022-08-10,11.304375,8.247208333333333,4.643729166666667,9.6975625,2.466416666666667,-0.05125,-0.01275
2022-08-11,12.641666666666666,9.274083333333333,5.104895833333333,9.492083333333333,2.7518124999999998,-0.032,-0.0005
2022-08-12,11.537416666666667,9.4489375,5.583583333333333,9.880270833333332,3.0756666666666668,-0.017416666666666667,0.02341666666666667
2022-08-13,10.009270833333334,8.588416666666667,5.382208333333334,9.817645833333334,3.1552708333333332,-0.004,0.03975
2022-08-14,9.787791666666667,8.660708333333334,5.489916666666667,9.979958333333334,3.1958750000000005,0.01875,0.06616666666666667
2022-08-15,8.103145833333334,7.088708333333333,4.8066249999999995,10.548895833333333,3.0589375000000003,0.041437499999999995,0.08133333333333333
2022-08-16,8.995708333333333,8.024270833333334,4.9986041666666665,11.742041666666667,2.822395833333333,0.051,0.11808333333333333
2022-08-17,8.516562500000001,7.579895833333333,4.9746041666666665,11.23175,2.7908125,0.06266666666666666,0.135
2022-08-18,9.0823125,7.501895833333333,4.7551041666666665,10.325354166666667,2.8865416666666666,0.09475,0.149
2022-08-19,9.354354166666667,7.9254375,4.8222708333333335,9.983458333333333,2.8992083333333336,0.10525,0.163
2022-08-20,12.096541666666667,10.286687500000001,5.706125,9.842208333333334,3.1772916666666666,0.10816666666666667,0.1804375
2022-08-21,13.000854166666668,11.250958333333335,6.4221875,9.723854166666667,3.5817916666666663,0.1245,0.19000000000000003
2022-08-22,12.606833333333334,10.2994375,6.2815625,9.699729166666666,3.7566875,0.14025,0.19641666666666668
2022-08-23,11.910958333333333,10.7075625,6.647708333333334,9.750666666666666,3.9669375000000002,0.135,0.19000000000000003
2022-08-24,12.568145833333332,10.8805,6.688854166666666,9.856479166666666,4.034708333333334,0.14083333333333334,0.19116666666666668
2022-08-25,10.773229166666667,10.508375,7.160875,9.9465625,4.1321666666666665,0.135,0.186625
2022-08-26,10.302770833333334,9.665645833333334,6.375854166666667,10.105458333333333,3.9130416666666665,0.149,0.163
2022-08-27,11.094895833333332,9.794083333333333,6.176375,10.253333333333334,3.7267916666666667,0.163,0.13383333333333333
2022-08-28,10.501333333333333,9.2144375,6.069645833333333,10.360166666666666,3.682770833333333,0.1635625,0.107
